X,Y
306,616.2239059495023
307,617.7897495608242
308,620.289161035434
309,622.2248121885207
310,623.5873377079115
311,626.2055513615496
312,628.2439313163417
313,630.1822893905717
314,632.3645948602557
315,634.0388306333767
316,636.3325915487305
317,637.6354534083398
318,639.8233273403048
319,642.4248545768588
320,644.3903763759452
321,645.884207108357
322,648.0397886969165
323,650.6364497189676
324,651.7820280412776
325,654.4968836277836
326,656.4774923613119
327,658.3605105411874
328,660.72552376923
329,661.9456379584232
330,664.1153964428602
331,666.0824471709417
332,668.5926929176424
333,669.8548226358471
334,672.1493026335653
335,673.8748988332817
336,676.2416606351004
337,677.9220319088644
338,679.8400647339254
339,682.7084751745117
340,684.7735210422875
341,686.7793625529794
342,688.624895739893
343,690.5756951457269
344,692.3558933064118
345,694.8360959649505
346,696.6031921853091
347,698.9075025175213
348,700.9071404790093
349,702.6439872166203
350,704.721759736721
351,706.4358533592859
352,708.8811512480557
353,710.6566274410128
354,712.3936194253678
355,714.106333178557
356,716.1982827803595
357,718.7332437997901
358,720.4833852656566
359,722.5315044889954
360,724.4529014323249
361,726.0804244019378
362,728.5109854504421
363,730.8420003355627
364,732.2301935190593
365,734.4075581977861
366,736.588643891111
367,738.5751205558582
368,740.5544717068618
369,742.6865503580477
370,744.9337754532103
371,746.8104428931373
372,748.6054348867325
373,750.791835046781
374,752.7040409198302
375,754.5953476276386
376,756.6371586401042
377,758.2419936905859
378,760.7623638482422
379,763.2132960206441
380,764.829858232865
381,767.187545339116
382,768.5083998747515
383,771.1837120241986
384,772.8493067000354
385,774.4068250395986
386,777.2187124991533
387,778.4731145787869
388,780.5277154612085
389,782.8893751643539
390,785.1662266645512
391,786.7827307948966
392,789.1399645102705
393,791.0589079539453
394,793.3822288609052
395,794.7409005857804
396,796.7174342722093
397,798.808501912565
398,801.1884247237596
399,802.8147789820423
400,804.9325520239869
401,806.5733169986188
402,808.5975774098772
403,810.904739778751
404,812.6613892077283
405,814.8679960524702
406,816.8898360052813
407,819.3903467316032
408,820.8851996205202
409,822.759171494903
410,824.849856933727
411,826.7152092172219
412,829.1740894525326
413,831.4727044318767
414,832.6923415023048
415,835.3022813366948
416,837.5881075075913
417,838.9980462041487
418,841.1067835300322
419,843.1406737528318
420,844.7571566408373
421,846.8291035677172
422,849.4682150947076
423,851.6648535451059
424,852.7256424514667
425,855.0589746018553
426,857.376170889523
427,859.3825363624974
428,860.7695257123379
429,863.3311353659722
430,865.1420889656516
431,867.0756329081368
432,869.5710248300871
433,871.6112363044149
434,873.784642021668
435,874.9701092579658
436,877.6430793312808
437,879.7850290999022
438,881.0357219350024
439,883.5585835354169
440,885.0561663510074
441,887.3388602723194
442,889.0016853530993
443,891.3797753453593
444,893.7893361452387
445,895.4361703238271
446,897.8743134522927
447,899.7024259805366
448,901.8557770117355
449,903.58706273312
450,905.6804483091495
451,907.476260790169
452,909.3048889255736
453,911.0776993043576
454,913.3307153897258
455,915.347554450581
456,917.4039742421272
457,919.6953406584594
458,922.0155032698004
459,923.9044111862414
460,925.8960706688835
461,927.285021578764
462,929.9192371318564
463,931.5845941740582
464,933.1749964823965
465,935.5622606730763
466,937.9253749158137
467,939.6393004812127
468,941.5266735949159
469,943.2032002637534
470,945.3077118796532
471,947.2563973106725
472,949.4130669558806
473,952.1064788847289
474,953.630790439701
475,955.5734919385608
476,957.2416364419116
477,959.9812430418732
478,961.9024205273016
479,963.5013329267963
480,965.9977827909913
481,968.2164209394715
482,969.6930109872716
483,972.1707885555551
484,973.3632645882732
485,976.1863991765601
486,977.9016825421462
487,979.7140056771319
488,982.0210646042049
489,983.8589630284332
490,985.5257334747258
491,988.2336984373486
492,989.8221823217478
493,991.6244922749918
494,993.6222734683136
495,996.2399619549786
496,998.0453140157898
497,999.9837022869182
498,1002.3387834743571
499,1003.4939460316567
500,1005.501741206303
501,1007.8944296124447
502,1010.4625156486346
503,1011.9410846559573
504,1013.9071282164157
505,1016.0153776290932
506,1018.2606391963941
507,1020.202696279877
508,1022.1628331124533
509,1023.5793366386974
510,1025.8108503808007
511,1028.128590707613
512,1029.5891990262053
513,1031.9685125739022
514,1033.9224901832688
515,1036.5428588505847
516,1037.8638364013516
517,1039.710243880886
518,1042.6201004856018
519,1043.8312660957372
520,1046.445982926958
521,1048.3055567418428
522,1050.382667511081
523,1051.735582610662
524,1053.8044561718486
525,1056.313999138614
526,1058.3633663998398
527,1060.4200351527045
528,1062.6770831473175
529,1064.3801190010618
530,1066.1926655391528
531,1068.6757220869288
532,1070.684590996663
533,1072.1524128048936
534,1074.6887261972583
535,1075.8367569618063
536,1077.9479075822164
537,1080.6013691963385
538,1082.2329133789865
539,1084.0027144853489
540,1086.273519399428
541,1088.3696214704837
542,1090.532247723666
543,1092.7349699469405
544,1094.3145179617331
545,1096.3104335016935
546,1098.67426076922
547,1100.5531733771384
548,1102.8914985721835
549,1104.5308187166308
550,1106.249748485501
551,1108.4011440355398
552,1110.6553990866303
553,1112.653770853494
554,1114.0995101566994
555,1116.6810732097222
556,1118.9744642077546
557,1120.3017804325304
558,1122.6546897895519
559,1125.0174870613016
560,1126.8385556633154
561,1128.2305999857338
562,1130.9010038194244
563,1132.8098510576826
564,1134.9525535183645
565,1136.402580494196
566,1138.6008546503342
567,1140.7036579463984
568,1143.0879529909384
569,1144.594710759889
570,1146.6042989447599
571,1148.4104694316763
572,1150.734038501606
573,1153.0467428978418
574,1154.4121085187126
575,1156.572357953565
576,1159.1898460992763
577,1161.1223823842556
578,1163.2141996046862
579,1164.7865179694265
580,1166.2916542420007
581,1168.7031802480303
582,1170.5381727375102
583,1172.4792342998087
584,1174.9101365045408
585,1176.9185596403786
586,1178.3746563111574
587,1180.894813633284
588,1183.161327941139
589,1185.1766992285422
590,1186.9750374050907
591,1188.9007658254827
592,1190.3767662610048
593,1192.5048040711692
594,1194.7953356147375
595,1196.6274017420637
596,1199.233153167107
597,1200.8638574632002
598,1202.7043420313123
599,1205.2720212060553
600,1206.7902819295825
601,1209.2256961269704
602,1211.3662704987942
603,1213.2711340107173
604,1215.3720022541581
605,1217.4097509320204
606,1218.8020820852016
607,1220.9618698978732
608,1222.5831256274998
609,1225.23922548692
610,1227.5208916904196
611,1228.8436644053286
612,1231.544148284838
613,1233.2955575731391
614,1235.3507675317956
615,1236.620988439737
616,1239.4745542284227
617,1241.4790392837285
618,1242.8510843857327
619,1245.5416029302298
620,1247.260546574278
621,1249.1048230726801
622,1251.1531426802253
623,1252.7001050228175
624,1254.9179152548018
625,1257.4095880821603
626,1258.8265000941064
627,1261.498741720783
628,1262.9892202365677
629,1265.6735489754406
630,1267.1294014119355
631,1269.081435499045
632,1271.651281041589
633,1273.7015473377432
634,1274.8005079957122
635,1277.1039678317466
636,1279.3908004003179
637,1281.5265802810827
638,1283.7315226968062
639,1285.6999649363656
640,1287.0136590999355
641,1289.7561501227897
642,1291.1567557257886
643,1292.9404120745803
644,1295.3234386646034
645,1296.976618258807
646,1299.653551473822
647,1301.1461255997801
648,1303.411828996357
649,1305.401839447041
650,1307.9263966956707
651,1309.032477706014
652,1310.9975728818063
653,1313.2415823733677
654,1315.3893065864759
655,1317.2859281170329
656,1319.1125842780466
657,1321.2310515292743
658,1323.6218285001764
659,1325.937156803754
660,1327.4689625634846
661,1329.6808398718554
662,1331.2825167297374
663,1333.1985666411426
664,1335.0922700070432
665,1337.6836849900967
666,1339.2223053550854
667,1341.6703731608666
668,1343.6768651740208
669,1345.6694793881559
670,1347.2639927518078
671,1349.9412901407075
672,1351.2994076014445
673,1354.062705071975
674,1355.7651273445017
675,1357.8696147147812
676,1359.9363559284593
677,1361.8130733693038
678,1364.0784995888193
679,1365.3331465582348
680,1368.2213218606955
681,1369.618028209602
682,1372.2338131901954
683,1373.3826325671535
684,1376.1033186120023
685,1377.4960151046944
686,1379.9140890752017
687,1381.708546289884
688,1384.0559855956574
689,1386.0980905563301
690,1388.1765906885948
691,1390.2281894032074
692,1391.6676372029299
693,1393.9830597438088
694,1396.1605039668252
695,1397.6993592074525
696,1400.3496168305771
697,1401.5055085794083
698,1404.1150583425142
699,1406.3870407450954
700,1407.7026330320023
701,1409.8469132850637
702,1411.9497561766714
703,1413.981832279462
704,1415.9720988152174
705,1418.1631482470118
706,1419.5291630434956
707,1422.0346757855461
708,1423.7230016669039
709,1426.0405781388713
710,1427.7574750423537
711,1429.9293759427849
712,1431.9865825665058
713,1434.1657500668239
714,1435.7759701888747
715,1438.0572691195237
716,1439.9407836066982
717,1441.8985096378726
718,1443.9441620964567
719,1446.6299414913574
720,1448.1842037834522
721,1449.7910799779902
722,1452.027035304562
723,1453.7424872144627
724,1455.7168684339122
725,1458.0170815927158
726,1460.1127206816589
727,1461.995507014241
728,1463.8429894606115
729,1465.8158683133643
730,1468.2185741283631
731,1469.7946258541292
732,1472.3304179207519
733,1474.286481040531
734,1475.8162819297027
735,1478.0094635458852
736,1480.1659412007473
737,1481.9572823835217
738,1484.3537368956208
739,1486.4148306012748
740,1488.3707719647166
741,1490.8214436921407
742,1492.571120596906
743,1494.0141745188098
744,1496.0422444691085
745,1498.7561457932477
746,1500.6063652283635
747,1502.4742221037197
748,1504.4500305151303
749,1506.7573731419707
750,1508.7601635289927
751,1510.1915133999719
752,1512.6725186676683
753,1514.5108584612065
754,1516.2074009047533
755,1518.154177974767
756,1520.9287961617672
757,1522.7030171583324
758,1524.1435447425345
759,1526.6424978615892
760,1528.5916632496958
761,1530.2242845140443
762,1532.3061607088587
763,1534.6462577194914
764,1536.987953992403
765,1538.3182637647787
766,1541.0073485124374
767,1542.3985878767742
768,1544.1896892206894
769,1546.8478237785991
770,1548.8115172888972
771,1550.9693813880551
772,1552.273690063663
773,1554.208483884655
774,1556.9952046284998
775,1558.7928048148854
776,1560.2909057703864
777,1562.8572180944973
778,1564.5998147369924
779,1566.8148288422153
780,1568.8895511484516
781,1571.083645119191
782,1572.6185101407843
783,1575.1903627402003
784,1576.7947550619915
785,1578.9740241465133
786,1581.228957547194
787,1582.827654084465
788,1585.1668612381518
789,1586.7138585925463
790,1589.0834317983067
791,1590.681945909316
792,1592.6532241971795
793,1594.6175460718673
794,1596.5309567114325
795,1599.1686698890992
796,1600.9886895962752
797,1602.7267269867455
798,1604.495119085854
799,1607.0895812974588
800,1608.917799255111
801,1611.2993006341726
802,1612.6690149543786
803,1614.9772979453162
804,1616.845916401387
805,1618.525411583191
806,1620.650805313886
807,1622.8345955235059
808,1624.7167188705928
809,1626.8524731489285
810,1629.034668081294
811,1630.8307940734667
812,1632.639652311326
813,1634.7512396342984
814,1637.0228908474692
815,1638.7790511173087
816,1640.9230465255011
817,1643.3121431407938
818,1644.9652273239276
819,1647.0156614205612
820,1649.1063685142817
821,1650.9729589822048
822,1653.5988545670928
823,1655.3775614693548
824,1656.9418537489205
825,1658.9184979441013
826,1661.152952283737
827,1663.3855117964322
828,1665.4974844383132
829,1666.7548449063167
830,1668.897926093665
831,1671.5967245503118
832,1673.2251311883952
833,1674.816017330208
834,1677.1488832686741
835,1679.5377218917927
836,1681.0388943222881
837,1683.198890578959
838,1685.7309778275217
839,1687.1644945575854
840,1689.758955720642
841,1691.5592675247142
842,1693.1343112195452
843,1695.6213953468525
844,1697.6898189299793
845,1699.6838832090862
846,1701.197430285119
847,1703.4911854310235
848,1705.5582400895244
849,1707.3274422208904
850,1709.7550845081985
851,1711.4792830366378
852,1713.8131740704143
853,1715.974715558714
854,1717.911011749189
855,1719.2927792807782
856,1721.4194460001202
857,1723.4771572182317
858,1725.8109124349314
859,1727.9765539085436
860,1729.1727937895275
861,1731.7025832526128
862,1733.507943048392
863,1735.248420693132
864,1737.238102024379
865,1739.488869106758
866,1741.478135233231
867,1744.1044729069731
868,1745.2220868474517
869,1747.678024574318
870,1749.370427310187
871,1751.289028405365
872,1753.620748200861
873,1755.65810947958
874,1757.7570159303045
875,1759.828008800825
876,1761.7204147761663
877,1763.7382421035506
878,1765.6173324328297
879,1768.1787546025457
880,1769.4711731986936
881,1771.3329997041467
882,1773.5297019338325
883,1775.9625811217256
884,1777.4131881894295
885,1779.3400388147486
886,1781.3542619896236
887,1783.573542868473
888,1785.5550671728843
889,1787.9337779247849
890,1790.0110240984181
891,1791.8812301733972
892,1794.190692891013
893,1796.1818551133701
894,1798.08836054396
895,1800.3489746087414
896,1801.5268393178114
897,1803.9048263764444
898,1805.5643619849454
899,1807.5079001348504
900,1809.5026536535051
901,1812.2128232439602
902,1813.9513219363598
903,1815.8870395291146
904,1818.449636033362
905,1820.1652854397905
906,1821.606761359336
907,1824.2488854650394
908,1825.8528939330001
909,1827.8740860632636
910,1829.7904869337838
911,1831.8372139787384
912,1834.265195829852
913,1835.763453117874
914,1837.6770987383466
915,1840.1066011772984
916,1842.2338393313933
917,1843.7085652221751
918,1845.871410357948
919,1848.6361823003797
920,1850.1793231542572
921,1852.15686585376
922,1853.854920361034
923,1855.782585008202
924,1858.505422056363
925,1860.2326449288464
926,1862.0019916733163
927,1864.014560671163
928,1866.3537131959822
929,1868.0143825978412
930,1870.2009345391023
931,1871.9905848174062
932,1874.5048628155748
933,1876.6082357995667
934,1878.2503502840605
935,1880.6531279296491
936,1881.9925700690271
937,1884.3763519052516
938,1886.7823776318387
939,1888.271022960882
940,1890.6997481656133
941,1892.5408496939672
942,1894.695365338235
943,1896.6267922209008
944,1898.0147459448247
945,1900.6607961746527
946,1902.3002719618162
947,1904.898223231999
948,1906.5765866135937
949,1908.0479707850536
950,1910.9143256831287
951,1912.8179454769052
952,1914.0441181741378
953,1916.7848662050792
954,1918.3517262234648
955,1920.648228485152
956,1922.332958749776
957,1924.3136474294602
958,1926.0815763357568
959,1928.266604002836
960,1930.6359851381685
961,1932.8579986838877
962,1934.2493202672488
963,1936.901246115097
964,1938.3390949451561
965,1940.9850935226184
966,1942.1433468908483
967,1945.0649256652516
968,1946.461957747455
969,1948.371435540957
970,1950.691444083961
971,1953.12633827961
972,1954.258387726293
973,1956.960929284926
974,1958.7550346694745
975,1960.2996523002003
976,1963.2064493637938
977,1964.783165113286
978,1966.9350353914947
979,1968.8191168385463
980,1971.0620966187887
981,1972.5706232071332
982,1974.4131265863014
983,1976.5371697299001
984,1978.4166892359897
985,1980.811218189371
986,1983.3035994310492
987,1984.9864093568767
988,1987.2421611231512
989,1988.8155940279514
990,1990.7285565775182
991,1993.1400416221857
992,1994.623925382238
993,1997.161861419954
994,1998.570484943267
995,2000.7661688243159
996,2002.534071012422
997,2004.5037260527467
998,2007.3191104162938
999,2008.846542503689
1000,2011.114898593505
1001,2012.8528527238468
1002,2015.3483706070217
1003,2016.9443336664222
1004,2019.2353241258077
1005,2020.563137976059
1006,2023.4645712332901
1007,2025.3805041066335
1008,2027.4697514454572
1009,2029.1076692281827
1010,2031.2415542856318
1011,2033.329609489336
1012,2034.7051246550923
1013,2036.770761295983
1014,2039.1555899106922
1015,2041.5874356473794
1016,2042.885356775007
1017,2045.4525737362326
1018,2046.8957100548168
1019,2049.2852998465723
1020,2051.6275166817877
1021,2053.571306339027
1022,2055.448564296139
1023,2056.8087974909445
1024,2059.1735380289715
1025,2061.0817979662547
1026,2063.705266531643
1027,2065.1399855035042
1028,2067.1002270769973
1029,2068.930934774145
1030,2071.616375841563
1031,2073.1940022423014
1032,2075.54774481185
1033,2077.4370813443024
1034,2078.9767124323957
1035,2081.2389179672527
1036,2083.2146579740393
1037,2085.0871185215738
1038,2086.9979640131896
1039,2089.602333925996
1040,2091.1902088259158
1041,2093.389782941548
1042,2095.1754507490555
1043,2097.7265805817437
1044,2099.6813629688268
1045,2101.6394894296823
1046,2102.911844051128
1047,2105.6267918206677
1048,2107.336115976808
1049,2109.852477828843
1050,2111.565586486158
1051,2113.4725477619468
1052,2115.920258596419
1053,2117.5310140339993
1054,2119.027487759909
1055,2121.757288014206
1056,2123.635208447075
1057,2125.867044874576
1058,2127.432061435729
1059,2129.8493337229374
1060,2131.382973284598
1061,2133.4504803494824
1062,2136.04071262192
1063,2137.2733217073683
1064,2139.923140631715
1065,2141.4717809172985
1066,2144.079209871293
1067,2145.7125503989705
1068,2147.2159566561763
1069,2149.9637236779186
1070,2151.649041409544
1071,2153.8046845949193
1072,2155.5274116220526
1073,2157.4872152910525
1074,2159.5688335542613
1075,2162.1399224148813
1076,2163.646867921755
1077,2166.19391242256
1078,2167.406149114707
1079,2170.1882820413284
1080,2171.4862254551863
1081,2173.9755665730413
1082,2175.5784190460627
1083,2178.230813909108
1084,2180.247880142305
1085,2182.05112971163
1086,2183.8036683688833
1087,2185.6620480117576
1088,2187.412466403944
1089,2189.825009250153
1090,2191.9189217011995
1091,2193.798931580262
1092,2195.53208762614
1093,2198.176002095991
1094,2199.5062278425007
1095,2201.893601910951
1096,2203.7497358284927
1097,2205.834964086683
1098,2207.7251676348174
1099,2209.700760848133
1100,2211.941299456186
1101,2213.708229935517
1102,2215.9439749054295
1103,2218.470313195276
1104,2220.1168855632804
1105,2222.447250629584
1106,2224.475367162885
1107,2226.4795624355975
1108,2227.6367933896418
1109,2229.551626971822
1110,2231.9587665898976
1111,2234.3104973179516
1112,2235.829923910322
1113,2237.9725688126514
1114,2240.33981555114
1115,2241.6549018249107
1116,2243.9657615328047
1117,2246.3652731376005
1118,2248.556551180228
1119,2249.924079605599
1120,2252.020268929115
1121,2254.2056059670244
1122,2256.284692673333
1123,2258.4662355249784
1124,2259.8304949201324
1125,2262.2238386223053
1126,2264.493266480036
1127,2265.894481296473
1128,2268.36603125195
1129,2270.3740248162185
1130,2272.6918494949427
1131,2274.097349786061
1132,2276.547921275969
1133,2278.4520685450766
1134,2280.5212620236016
1135,2282.5498298156785
1136,2283.865404833267
1137,2286.0989426337223
1138,2287.9804507677986
1139,2289.96973719625
1140,2292.5779041463675
1141,2294.295762242819
1142,2296.3035066307634
1143,2298.3548569423847
1144,2300.3293461017292
1145,2302.689318032277
1146,2304.672144747653
1147,2306.476580067613
1148,2308.5223460912894
1149,2310.5504523872737
1150,2312.097521845225
1151,2314.3453320998356
1152,2316.164751111553
1153,2318.2551978782712
1154,2320.1720433972623
1155,2322.3085926913714
1156,2324.2502746532064
1157,2326.3669556298346
1158,2328.3348086703627
1159,2330.8717987764708
1160,2332.617527450496
1161,2334.590410558646
1162,2336.127960910239
1163,2338.426336434106
1164,2341.0421360244322
1165,2342.251679100687
1166,2344.2365314702
1167,2347.103884435482
1168,2348.840192580374
1169,2350.430511259251
1170,2352.2927536732655
1171,2354.7875079911296
1172,2356.2660362879187
1173,2358.8128199453267
1174,2360.8444104284904
1175,2363.1160758752503
1176,2364.457851739812
1177,2366.8764474010786
1178,2368.278722639507
1179,2371.074687382663
1180,2373.1137965152743
1181,2374.313969675091
1182,2377.043928658163
1183,2378.417791475141
1184,2381.1196104614273
1185,2382.898427771363
1186,2384.4177094480524
1187,2386.6699741449734
1188,2389.0155482894024
1189,2390.602235166194
1190,2392.6803747029435
1191,2395.0474928906033
1192,2396.6245150010627
1193,2398.6087720152314
1194,2400.4754667261313
1195,2403.233304420394
1196,2405.131940929014
1197,2406.5102774851034
1198,2409.326084922052
1199,2410.952069184109
1200,2413.0275948179437
1201,2415.18240402646
1202,2416.9687205660375
1203,2418.9144110843813
1204,2420.905710432891
1205,2422.717151592329
1206,2425.1210154065775
1207,2427.4468418638803
1208,2429.304792674945
1209,2430.8850796213533
1210,2432.9159177983543
1211,2435.1017854529723
1212,2436.926947208292
1213,2439.524313650777
1214,2441.285442151277
1215,2442.7803863735394
1216,2445.0241429074204
1217,2447.5882373652976
1218,2449.1433975472687
1219,2450.9475908856334
1220,2453.248505994118
1221,2455.652137569648
1222,2457.2241705060696
1223,2459.3747878721747
1224,2461.63297881214
1225,2463.6609950080338
1226,2464.9244256268535
1227,2467.3392656104434
1228,2469.103911300488
1229,2471.191419772918
1230,2473.5202634160214
1231,2474.9411562270757
1232,2477.126614918987
1233,2478.8041620457916
1234,2481.5953840203456
1235,2483.250329511213
1236,2485.613053546165
1237,2487.139495443982
1238,2489.441202068692
1239,2491.46258907874
1240,2493.222288289346
1241,2494.9733006341576
1242,2497.3029407478216
1243,2499.549557524092
1244,2501.7234692018005
1245,2503.11132460234
1246,2505.2631887253046
1247,2507.131712420685
1248,2509.8299848174415
1249,2510.981334858635
1250,2513.4128507642695
1251,2515.880922818432
1252,2517.902105937263
1253,2519.1440425283085
1254,2521.4986889836478
1255,2523.0026566604665
1256,2525.912250035937
1257,2527.8764910461723
1258,2529.776461580302
1259,2531.0613801698814
1260,2533.2317146736177
1261,2535.2811061439425
1262,2537.61952594918
1263,2539.448443819866
1264,2542.083801612688
1265,2543.650250106365
1266,2545.821479597529
1267,2547.7449913882133
1268,2549.5962510297795
1269,2551.931098894464
1270,2553.962127270455
1271,2555.1686273150576
1272,2557.3170224892006
1273,2560.0556812253462
1274,2561.5799963374393
1275,2563.9724577132256
1276,2565.423521403787
1277,2567.857122898029
1278,2569.97225950785
1279,2571.3124253436913
1280,2573.6751860299255
1281,2576.0625919861354
1282,2578.0917884914256
1283,2580.220832588028
1284,2582.2515093271063
1285,2583.380492554682
1286,2586.0409452188196
1287,2587.3703209403025
1288,2589.496557688072
1289,2592.3289264333907
1290,2593.5589276263486
1291,2595.4255212828452
1292,2598.3428128790715
1293,2599.833634638294
1294,2601.7588389186662
1295,2604.1664349907082
1296,2606.0440286869875
1297,2607.5740850267794
1298,2609.632943094534
1299,2612.1336937573283
1300,2613.689480433723
1301,2615.8471416720786
1302,2618.0520209133983
1303,2620.344926473773
1304,2621.682921115239
1305,2623.624184128477
1306,2625.774777065147
1307,2628.143497608748
1308,2629.8483466296743
1309,2632.2038275802456
1310,2633.8356990455068
1311,2635.996364542028
1312,2638.366833752324
1313,2640.1042112928317
